time,q1,q2,qd1,qd2
17.54,1.4985855709653675,2.4909891839484413,2.0687436093464826,2.208038594701862
17.56,1.5409477158343976,2.5344209392839794,2.1671118148650037,2.134103085914762
17.580000000000002,1.5851998599992265,2.576367405694071,2.2576835404568016,2.0595279077176243
17.6,1.6311754679634956,2.616813534052335,2.339404257753658,1.9841004470483352
17.62,1.6786881751985088,2.6557412305489883,2.4113489983082412,1.907728991632401
17.64,1.7275350104541312,2.693131971030893,2.4727851598056447,1.8304617966800982
17.66,1.7775008145141649,2.7289697608155254,2.5232289797522336,1.7525024710472485
17.68,1.8283636563695636,2.7632443265930964,2.562488462543114,1.6742177607895872
17.7,1.879900907834061,2.7959543502464035,2.5906860494210835,1.5961339952795839
17.72,1.9318955228276926,2.8271104911135225,2.608256326779913,1.5189196138010044
17.740000000000002,1.984142006820231,2.8567379127809693,2.6159174420272313,1.4433533086250037
17.76,2.0364515764799123,2.884878048442487,2.6146190066839665,1.3702800195647244
17.78,2.0886561040697096,2.911589409580094,2.6054731014374655,1.3005595729232964
17.8,2.1406105993763114,2.9369473552058745,2.589677502372192,1.2350143651320251
17.82,2.192194170310433,2.961042868546472,2.568440747117583,1.1743826056160311
17.84,2.2433095812657555,2.9839805046703867,2.5429171428469486,1.1192822378576546
17.86,2.29388166163281,3.005875750986292,2.5141569131673807,1.0701882631658308
17.88,2.3438548873553273,3.0268520706845767,2.4830733475236695,1.0274235831964675
17.900000000000002,2.393190466530239,3.0470378800233617,2.450425942173009,0.9911613678607214
17.92,2.441863220462969,3.0665636579671705,2.416816636335218,0.9614357423379817
17.94,2.4898584853136345,3.085559319430742,2.3826954579672215,0.9381573035990423
17.96,2.537169186477124,3.1041519176618695,2.3483719965743517,0.9211304002367262
17.98,2.5837931726029715,3.1224636880622185,2.314029777372144,0.9100699222076625
18,2.6297308464694407,3.140610409900824,2.279741496376236,0.9046162651812657
18.02,2.6749830979284677,3.158700044072013,2.2454839524097614,0.9043479662312778
18.04,2.719549528254749,3.1768316015735074,2.211152243387164,0.9087921573134234
18.06,2.7634269519595396,3.1950942047841586,2.176573322921839,0.9174334219034531
18.080000000000002,2.8066081672947307,3.213566317755555,2.1415193287415306,0.9297218755304645
18.1,2.8490809961208274,3.232315138721914,2.105721208157989,0.9450813422112538
18.12,2.8908276037162035,3.2513961644114064,2.0688830987903244,0.9629183872572098
18.14,2.93182411612804,3.2708529484905244,2.0306977031879945,0.9826327163197243
18.16,2.972040554156155,3.2907170831380848,1.9908625643580216,1.0036290940225723
18.18,3.011441097348244,3.311008431700925,1.949096763211157,1.025330522924386
18.2,3.0499846781255204,3.331735631181826,1.9051571934834264,1.0471920228892337
18.22,3.087625886588283,3.3528968669692496,1.8588533073478124,1.0687140403244708
18.240000000000002,3.124316143461524,3.3744809012491004,1.8100591376034023,1.0894543667688088
18.26,3.160005075941751,3.3964683145798493,1.7587215293610612,1.1090374984652862
18.28,3.1946420131114115,3.418832901181216,1.7048638461105006,1.1271606187507506
18.3,3.2281775076110235,3.441543146035193,1.6485848917102253,1.1435957809397646
18.32,3.2605647903453505,3.4645637079815845,1.5900533152604444,1.1581883241560469
18.34,3.2917610750797204,3.4878568378361616,1.5294982358183515,1.1708519730926683
18.36,3.321728647901339,3.5113836726725363,1.4671971551300402,1.1815613786014374
18.38,3.350435699456703,3.535105364131214,1.4034623761810268,1.1903430099024948
18.400000000000002,3.37785688200435,3.558984016910499,1.3386271157037701,1.1972653122171655
18.42,3.4039735954240657,3.582983430752209,1.2730323277408826,1.2024289281778808
18.44,3.428774024130915,3.607069653364883,1.2070149993050017,1.2059575952167685
18.46,3.4522529592304263,3.631211361890245,1.1408983954930396,1.2079901218795106
18.48,3.4744114471334004,3.655380096625581,1.0749844661520058,1.2086736506683924
